427.440 NaN 0.0920 0.9096
427.480 NaN 0.0946 0.8887
427.521 NaN 0.0906 0.9157
427.560 NaN 0.0952 0.8931
427.597 NaN 0.0951 0.8693
427.642 NaN 0.0952 0.8873
427.681 NaN 0.0953 0.8756
427.721 0.0955 0.0950 0.8930
427.761 0.0989 0.0946 0.9019
427.798 0.1006 0.0953 0.8999
427.842 0.0985 0.0950 0.9093
427.882 0.0965 0.0955 0.8807
427.922 0.0988 0.0943 0.8866
427.962 0.0962 0.0923 0.8700
428.000 0.0944 0.0932 0.9093
428.041 0.0928 0.0955 0.8880
428.082 0.0979 0.0966 0.8971
428.123 0.0997 0.0960 0.8980
428.164 0.0978 0.0920 0.8791
428.202 0.0975 0.0943 0.8851
428.242 0.0965 0.0969 0.8854
428.284 0.0981 0.0994 0.8485
428.324 0.1006 0.0991 0.8645
428.364 0.1038 0.0971 0.8895
428.404 0.1055 0.0946 0.8643
428.441 0.1059 0.0956 0.8633
428.484 0.1081 0.0942 0.8821
428.525 0.1095 0.0929 0.8854
428.565 0.1056 0.0919 0.8735
428.604 0.1048 0.0897 0.8654
428.641 0.1048 0.0903 0.8497
428.685 0.1073 0.0987 0.8910
428.725 0.1088 0.0949 0.8756
428.765 0.1140 0.0932 0.8593
428.805 0.1158 0.0918 0.8485
428.844 0.1191 0.0905 0.8557
428.886 0.1204 0.0940 0.8779
428.926 0.1217 0.0938 0.8507
428.966 0.1207 0.0949 0.8667
429.006 0.1187 0.0936 0.8667
429.045 0.1184 0.0934 0.8275
429.085 0.1169 0.0948 0.8705
429.126 0.1181 0.0961 0.8545
429.167 0.1135 0.0953 0.8385
429.207 0.1092 0.0982 0.8433
429.247 0.1046 0.0957 0.8432
429.284 0.0998 0.0971 0.8605
429.329 0.0927 0.0950 0.8602
429.368 0.0899 0.0945 0.8413
429.408 0.0865 0.0945 0.8403
429.448 0.0854 0.0950 0.8370
429.485 0.0857 0.0932 0.8315
429.529 0.0872 0.0939 0.8492
429.569 0.0926 0.0950 0.8492
429.609 0.0946 0.0945 0.8833
429.648 0.0956 0.0953 0.8569
429.688 0.0986 0.0935 0.8478
429.728 0.0962 0.0948 0.8344
429.769 0.0974 0.0940 0.8669
429.810 0.1024 0.0955 0.8370
429.849 0.1040 0.0915 0.8889
429.889 0.1047 0.0936 0.8609
429.928 0.1022 0.0930 0.8520
429.970 0.0971 0.0930 0.8410
430.010 0.0944 0.0944 0.8399
430.050 0.0891 0.0930 0.8450
430.090 0.0874 0.0916 0.8589
430.128 0.0832 0.0941 0.9019
430.171 0.0794 0.0921 0.8392
430.211 0.0804 0.0898 0.8258
430.251 0.0762 0.0939 0.8640
430.291 0.0740 0.0891 0.8466
430.328 0.0686 0.0897 0.8422
430.371 0.0639 0.0897 0.8172
430.412 0.0631 0.0911 0.8172
430.453 0.0656 0.0958 0.8582
430.492 0.0694 0.0932 0.8562
430.531 0.0723 0.0936 0.8751
430.572 0.0680 0.0936 0.8751
430.613 0.0695 0.0923 0.8461
430.653 0.0750 0.0923 0.8699
430.693 0.0788 0.0923 0.8699
430.733 0.0848 0.0921 0.8509
430.772 0.0828 0.0915 0.8509
430.814 0.0857 0.0880 0.8405
430.854 0.0857 0.0884 0.8922
430.894 0.0880 0.0931 0.8942
430.934 0.0869 0.0929 0.8655
430.971 0.0855 0.0875 0.8966
431.015 0.0834 0.0892 0.8694
431.054 0.0897 0.0878 0.8705
431.095 0.1005 0.0883 0.8823
431.134 0.1080 0.0881 0.9239
431.171 0.1125 0.0878 0.8959
431.215 0.1117 0.0899 0.9022
431.255 0.1137 0.0858 0.8852
431.295 0.1178 0.0870 0.9119
431.335 0.1231 0.0883 0.8849
431.374 0.1272 0.0885 0.9192
431.416 0.1361 0.0877 0.9174
431.457 0.1402 0.0898 0.8975
431.497 0.1414 0.0879 0.8862
431.537 0.1400 0.0885 0.8952
431.576 0.1342 0.0887 0.8936
431.616 0.1273 0.0866 0.8952
431.657 0.1220 0.0849 0.9302
431.698 0.1223 0.0848 0.9195
431.738 0.1277 0.0858 0.8936
431.777 0.1307 0.0875 0.8936
431.814 0.1326 0.0856 0.8936
431.859 0.1329 0.0858 0.9225
431.898 0.1340 0.0862 0.9236
431.938 0.1352 0.0866 0.9225
431.978 0.1398 0.0893 0.9052
432.015 0.1483 0.0889 0.8732
432.058 0.1528 0.0889 0.8939
432.099 0.1549 0.0881 0.8939
432.139 0.1579 0.0863 0.9058
432.179 0.1570 0.0884 0.8479
432.217 0.1553 0.0886 0.8543
432.258 0.1501 0.0887 0.8821
432.299 0.1438 0.0883 0.8622
432.340 0.1392 0.0864 0.9082
432.379 0.1360 0.0870 0.8262
432.419 0.1309 0.0870 0.8460
432.458 0.1260 0.0888 0.8569
432.500 0.1143 0.0861 0.8793
432.540 0.1068 0.0864 0.8829
432.581 0.1029 0.0893 0.8576
432.621 0.0942 0.0886 0.8770
432.660 0.0886 0.0912 0.8790
432.702 0.0838 0.0886 0.8790
432.742 0.0811 0.0885 0.8692
432.782 0.0816 0.0885 0.8692
432.822 0.0848 0.0876 0.8500
432.859 0.0865 0.0876 0.8496
432.903 0.0893 0.0920 0.8785
432.943 0.0933 0.0913 0.8393
432.982 0.0972 0.0894 0.8639
433.022 0.0998 0.0868 0.8909
433.061 0.1057 0.0909 0.8650
433.103 0.1135 0.0953 0.8623
433.143 0.1166 0.0910 0.8653
433.183 0.1174 0.0936 0.8548
433.223 0.1183 0.0881 0.8291
433.262 0.1227 0.0890 0.8990
433.302 0.1245 0.0903 0.8937
433.343 0.1256 0.0976 0.8618
433.384 0.1227 0.0915 0.8521
433.424 0.1221 0.0910 0.8745
433.464 0.1206 0.0896 0.9089
433.500 0.1235 0.0885 0.9089
433.544 0.1224 0.0895 0.8925
433.584 0.1202 0.0919 0.8841
433.624 0.1233 0.0911 0.8773
433.665 0.1235 0.0904 0.8833
433.702 0.1267 0.0877 0.8750
433.745 0.1256 0.0906 0.8791
433.786 0.1249 0.0915 0.8489
433.826 0.1242 0.0924 0.8491
433.866 0.1217 0.0910 0.8605
433.905 0.1220 0.0915 0.8585
433.947 0.1209 0.0887 0.8495
433.987 0.1194 0.0917 0.8585
434.026 0.1179 0.0932 0.8638
434.066 0.1173 0.0936 0.8622
434.106 0.1140 0.0873 0.8426
434.146 0.1119 0.0862 0.8426
434.187 0.1113 0.0842 0.8458
434.227 0.1105 0.0897 0.8565
434.267 0.1105 0.0921 0.8388
434.307 0.1092 0.0908 0.8478
434.344 0.1129 0.0897 0.8578
434.388 0.1138 0.0877 0.8473
434.428 0.1178 0.0882 0.8315
434.468 0.1201 0.0921 0.8558
434.508 0.1238 0.0877 0.8383
434.544 0.1246 0.0971 0.8385
434.587 0.1235 0.0936 0.8236
434.628 0.1303 0.0913 0.8667
434.669 0.1380 0.0942 0.8328
434.708 0.1440 0.0954 0.8550
434.748 0.1495 0.0954 0.8372
434.789 0.1507 0.0951 0.8315
434.830 0.1478 0.0927 0.8270
434.870 0.1465 0.0949 0.8549
434.910 0.1423 0.0949 0.8689
434.949 0.1399 0.0940 0.8440
434.989 0.1358 0.0941 0.8699
435.031 0.1327 0.0928 0.8623
435.071 0.1320 0.0948 0.8793
435.111 0.1281 0.0971 0.8516
435.151 0.1210 0.0975 0.8516
435.188 0.1131 0.0971 0.8455
435.232 0.1030 0.0933 0.8525
435.272 0.0976 0.0960 0.8623
435.312 0.0924 0.0960 0.8623
435.351 0.0879 0.1047 0.8839
435.388 0.0844 0.0947 0.9017
435.433 0.0794 0.0933 0.8956
435.472 0.0734 0.0944 0.8293
435.513 0.0670 0.0927 0.8739
435.552 0.0617 0.0966 0.8912
435.591 0.0543 0.0979 0.8912
435.633 0.0500 0.0971 0.8822
435.673 0.0448 0.0945 0.8782
435.713 0.0401 0.0938 0.8999
435.753 0.0342 0.0938 0.8999
435.792 0.0290 0.0989 0.9123
435.832 0.0235 0.0958 0.9019
435.874 0.0185 0.0987 0.8987
435.915 0.0157 0.0958 0.8987
435.955 0.0140 0.0985 0.8756
435.994 0.0142 0.0982 0.8987
436.031 0.0128 0.1002 0.8987
436.075 0.0160 0.0982 0.8987
436.115 0.0141 0.0978 0.8987
436.155 0.0133 0.0950 0.8756
436.195 0.0159 0.0930 0.8987
436.232 0.0159 0.0987 0.8987
436.275 0.0200 0.0978 0.8987
436.316 0.0245 0.0950 0.8987
436.356 0.0269 0.0938 0.8987
436.396 0.0257 0.0948 0.8987
436.435 0.0259 0.0950 0.9077
436.477 0.0237 0.0973 0.9007
436.516 0.0220 0.0986 0.8753
436.557 0.0235 0.0960 0.9007
436.597 0.0268 0.0959 0.9007
436.636 0.0296 0.0959 0.9007
436.675 0.0323 0.0973 0.9007
436.717 0.0347 0.0962 0.8785
436.757 0.0374 0.0973 0.9007
436.797 0.0414 0.0917 0.9097
436.837 0.0470 0.0937 0.9032
436.874 0.0526 0.0978 0.9097
436.917 0.0585 0.1003 0.9097
436.958 0.0664 0.0985 0.8526
436.999 0.0721 0.0951 0.8525
437.038 0.0724 0.0927 0.8555
437.075 0.0684 0.0968 0.8765
437.119 0.0645 0.0984 0.8765
437.159 0.0602 0.0994 0.8772
437.200 0.0603 0.0973 0.8422
437.239 0.0601 0.0973 0.8565
437.278 0.0553 0.0939 0.8545
437.319 0.0467 0.0964 0.8545
437.360 0.0431 0.1003 0.8525
437.400 0.0385 0.0960 0.8655
437.440 0.0339 0.0961 0.8772
437.479 0.0293 0.0948 0.8680
437.519 0.0268 0.0939 0.9056
437.560 0.0260 0.1022 0.8989
437.601 0.0270 0.0962 0.8847
437.641 0.0257 0.0924 0.9056
437.680 0.0230 0.0939 0.9012
437.718 0.0205 0.0942 0.9052
437.762 0.0188 0.0956 0.8956
437.803 0.0230 0.0968 0.8968
437.841 0.0236 0.0951 0.8828
437.882 0.0259 0.0934 0.8496
437.918 0.0271 0.0932 0.9052
437.961 0.0268 0.0950 0.9052
438.002 0.0285 0.0994 0.8912
438.042 0.0316 0.0985 0.9002
438.082 0.0338 0.0968 0.8892
438.122 0.0377 0.0952 0.8983
438.163 0.0411 0.0921 0.9086
438.203 0.0402 0.0961 0.9019
438.427 0.0435 0.0950 0.8891
438.484 0.0424 0.0940 0.8891
438.523 0.0402 0.0927 0.8804
438.563 0.0386 0.0943 0.8922
438.604 0.0368 0.0931 0.8922
438.645 0.0356 0.0945 0.8922
438.685 0.0370 0.0948 0.8826
438.724 0.0382 0.0960 0.8826
438.761 0.0353 0.0947 0.8826
438.805 0.0304 0.0938 0.8836
438.846 0.0283 0.0957 0.8836
438.886 0.0304 0.0964 0.8905
438.925 0.0287 0.0978 0.9165
438.962 0.0296 0.0951 0.8845
439.005 0.0283 0.0942 0.8725
439.046 0.0243 0.0930 0.8845
439.086 0.0265 0.0940 0.8845
439.126 0.0273 0.0970 0.8715
439.165 0.0255 0.0928 0.8715
439.206 0.0255 0.0945 0.8715
439.247 0.0291 0.0916 0.8845
439.288 0.0337 0.0916 0.8715
439.328 0.0377 0.0948 0.8715
439.367 0.0393 0.0948 0.8715
439.406 0.0434 0.0962 0.8779
439.448 0.0478 0.0943 0.8825
439.488 0.0556 0.0946 0.8949
439.528 0.0621 0.0955 0.8955
439.568 0.0652 0.0994 0.8875
439.605 0.0650 0.0977 0.8839
439.648 0.0669 0.0955 0.8819
439.689 0.0646 0.0931 0.8910
439.730 0.0609 0.0944 0.8773
439.769 0.0549 0.0986 0.8696
439.806 0.0523 0.0991 0.8635
439.850 0.0457 0.0963 0.8957
439.890 0.0407 0.0974 0.8869
439.930 0.0341 0.0940 0.8957
439.970 0.0332 0.0949 0.8957
440.010 0.0307 0.1003 0.8578
440.050 0.0247 0.0998 0.8625
440.090 0.0218 0.0964 0.8688
440.130 0.0173 0.0940 0.8793
440.171 0.0188 0.0931 0.8701
440.210 0.0230 0.0940 0.8793
440.250 0.0276 0.1002 0.8869
440.292 0.0321 0.0971 0.8933
440.332 0.0342 0.0976 0.8969
440.372 0.0418 0.0950 0.8933
440.412 0.0517 0.0967 0.8909
440.449 0.0559 0.0971 0.8969
440.493 0.0584 0.0955 0.9297
440.533 0.0623 0.0954 0.8973
440.573 0.0675 0.0941 0.8839
440.613 0.0788 0.0950 0.8741
440.650 0.0861 0.0946 0.8902
440.694 0.0884 0.0951 0.8751
440.733 0.0930 0.0966 0.9153
440.774 0.0942 0.0934 0.9175
440.813 0.0973 0.0934 0.9393
440.853 0.0981 0.0948 0.9093
440.894 0.0976 0.0952 0.8859
440.934 0.0948 0.0978 0.8832
440.974 0.0883 0.0946 0.8973
441.014 0.0845 0.0930 0.9051
441.053 0.0814 0.0930 0.9472
441.093 0.0790 0.0937 0.9286
441.134 0.0747 0.0956 0.8976
441.176 0.0694 0.0934 0.9183
441.215 0.0674 0.0934 0.9023
441.254 0.0632 0.0934 0.8961
441.292 0.0588 0.0932 0.8961
441.336 0.0548 0.0934 0.8949
441.375 0.0494 0.0956 0.9153
441.415 0.0444 0.0944 0.9153
441.456 0.0438 0.0934 0.9069
441.493 0.0428 0.0935 0.8863
441.538 0.0435 0.0916 0.8691
441.577 0.0434 0.0962 0.8910
441.617 0.0379 0.0963 0.8991
441.657 0.0343 0.0929 0.8910
441.697 0.0304 0.0955 0.8995
441.738 0.0282 0.0926 0.8910
441.777 0.0304 0.0930 0.8910
441.818 0.0303 0.0942 0.8684
441.857 0.0313 0.0955 0.8895
441.897 0.0326 0.0953 0.8713
441.937 0.0328 0.0917 0.8895
441.978 0.0383 0.0928 0.8873
442.018 0.0404 0.0959 0.8991
442.059 0.0384 0.0952 0.8991
442.098 0.0389 0.0942 0.8736
442.135 0.0420 0.0935 0.8811
442.179 0.0474 0.0944 0.8811
442.219 0.0522 0.0947 0.8901
442.259 0.0536 0.0955 0.8901
442.299 0.0539 0.0947 0.8729
442.336 0.0564 0.0917 0.9007
442.380 0.0581 0.0967 0.8727
442.419 0.0631 0.0955 0.8748
442.460 0.0641 0.0969 0.8748
442.499 0.0629 0.0972 0.8689
442.540 0.0628 0.0959 0.8928
442.581 0.0625 0.0952 0.8628
442.621 0.0636 0.0940 0.8708
442.661 0.0629 0.0972 0.8883
442.702 0.0588 0.0980 0.8991
442.741 0.0531 0.0972 0.8936
442.780 0.0513 0.0943 0.9034
442.821 0.0516 0.0940 0.8888
442.862 0.0496 0.0953 0.9045
442.902 0.0481 0.0953 0.8699
442.942 0.0450 0.0954 0.8959
442.979 0.0426 0.0953 0.8699
443.023 0.0424 0.0952 0.9102
443.063 0.0470 0.0938 0.8793
443.102 0.0495 0.0957 0.8589
443.142 0.0504 0.0976 0.8843
443.179 0.0550 0.0983 0.8665
443.224 0.0596 0.0950 0.8609
443.263 0.0646 0.0959 0.8752
443.303 0.0675 0.0958 0.8752
443.343 0.0670 0.0973 0.8337
